Customer_ID,City,Device_Brand,Plan,Tenure_Months,Repairs_Last_12M,Support_Contacts,Days_Since_Last_Service,Satisfaction_Score,Avg_Response_Hours,Annual_Spend,Warranty_Active,Discount_Used,Churn
C100595,Bengaluru,Lenovo,Premium,27,0,2,59,3.0,14.8,2703.0,No,No,0
C100596,Delhi,HP,Basic,2,3,2,38,5.0,13.6,5542.0,No,Yes,0
C100597,Mumbai,ASUS,Standard,46,3,0,27,2.5,25.6,3237.0,No,Yes,0
C100598,Delhi,Dell,Basic,19,2,2,37,4.1,1.0,5259.0,Yes,No,0
C100599,Mumbai,Lenovo,Standard,45,1,6,64,4.0,33.7,2940.0,No,No,0
C100600,Mumbai,Lenovo,Standard,42,3,3,65,2.1,19.4,1486.0,No,No,0
C100601,Mumbai,Dell,Standard,41,4,2,50,2.8,24.1,7506.0,No,No,0
C100602,Delhi,Lenovo,Standard,34,2,2,76,2.9,25.3,5557.0,Yes,Yes,1
C100603,Delhi,Lenovo,Basic,33,1,0,81,4.0,10.9,4166.0,Yes,No,0
C100604,Hyderabad,HP,Standard,26,4,1,68,3.2,8.9,3809.0,No,No,0
C100605,Delhi,Dell,Standard,2,3,2,30,3.4,7.7,7583.0,Yes,No,1
C100606,Mumbai,Dell,Standard,19,2,1,59,2.2,15.5,5924.0,No,No,0
C100607,Bengaluru,Dell,Basic,36,2,1,59,5.0,25.0,6979.0,No,No,0
C100608,Mumbai,Lenovo,Standard,39,4,4,22,3.6,12.2,3691.0,Yes,No,0
C100609,Pune,Dell,Standard,27,3,2,1,3.9,24.1,4896.0,Yes,Yes,0
C100610,Pune,ASUS,Basic,35,1,4,1,3.0,1.0,5564.0,No,No,0
C100611,Pune,HP,Basic,2,2,0,47,2.9,14.1,3755.0,Yes,Yes,0
C100612,Chennai,Acer,Standard,23,3,2,53,,29.7,4618.0,No,Yes,0
C100613,Delhi,Acer,Standard,25,5,0,12,1.8,16.3,3691.0,No,No,1
C100614,Chennai,Lenovo,Basic,43,1,1,74,3.8,9.7,5558.0,No,Yes,0
C100615,Delhi,ASUS,Premium,15,3,2,49,2.4,11.4,2289.0,Yes,Yes,0
C100616,Mumbai,Dell,Standard,12,2,1,83,3.1,1.0,5887.0,Yes,No,1
C100617,Bengaluru,HP,Standard,17,3,3,55,2.9,7.9,5390.0,No,Yes,0
C100618,Bengaluru,HP,Standard,9,1,3,15,2.6,28.6,4414.0,Yes,No,1
C100619,Hyderabad,Dell,Standard,27,3,1,58,3.5,12.2,5654.0,Yes,Yes,0
C100620,Hyderabad,HP,Standard,31,1,1,64,1.2,13.4,4107.0,No,No,0
C100621,Chennai,HP,Premium,39,6,3,30,3.2,1.0,3527.0,Yes,No,0
C100622,Chennai,Acer,Standard,47,3,0,5,3.4,1.7,5833.0,Yes,Yes,0
C100623,Hyderabad,HP,Standard,4,2,4,48,2.3,29.9,5915.0,No,No,1
C100624,Chennai,ASUS,Standard,12,2,1,17,4.9,24.2,3836.0,Yes,Yes,0
C100625,Mumbai,Acer,Standard,15,2,2,76,3.0,5.0,3673.0,Yes,Yes,0
C100626,Bengaluru,ASUS,Basic,12,2,1,34,3.3,11.7,4452.0,Yes,No,0
C100627,Chennai,Dell,Standard,40,0,1,93,3.0,17.7,3751.0,No,Yes,0
C100628,Chennai,ASUS,Standard,7,2,1,1,3.4,6.0,7698.0,No,Yes,0
C100629,Mumbai,Acer,Premium,2,2,0,49,4.7,1.0,5401.0,No,No,0
C100630,Chennai,ASUS,Standard,42,3,2,85,5.0,16.4,4828.0,No,No,0
C100631,Delhi,HP,Standard,47,1,3,20,4.2,23.7,3028.0,Yes,No,0
C100632,Bengaluru,ASUS,Premium,11,4,4,41,4.5,23.9,6204.0,No,No,0
C100633,Chennai,Lenovo,Standard,16,1,1,34,5.0,26.8,3638.0,Yes,No,0
C100634,Chennai,Dell,Basic,25,2,2,26,3.7,2.5,3560.0,No,Yes,0
C100635,Bengaluru,Lenovo,Basic,26,1,2,52,4.9,18.6,6268.0,No,Yes,0
C100636,Delhi,Dell,Basic,48,0,2,9,4.2,15.3,5536.0,Yes,No,0
C100637,Bengaluru,ASUS,Basic,20,4,2,42,3.6,17.1,800.0,No,No,0
C100638,Bengaluru,HP,Standard,1,1,5,59,3.8,15.9,4500.0,No,Yes,0
C100639,Delhi,HP,Standard,21,2,2,39,,11.4,5038.0,Yes,Yes,0
C100640,Pune,Lenovo,Standard,27,2,1,17,3.8,,4155.0,No,No,0
C100641,Delhi,Lenovo,Basic,25,0,0,74,2.1,29.6,5105.0,No,No,0
C100642,Pune,Dell,Standard,25,4,2,65,2.0,21.3,1362.0,Yes,No,1
C100643,Pune,ASUS,Basic,45,2,0,16,3.7,3.2,800.0,Yes,No,0
C100644,Chennai,ASUS,Premium,39,2,2,9,2.5,,2947.0,No,No,0
C100645,Delhi,Acer,Basic,13,3,2,18,,13.5,5336.0,Yes,No,1
C100646,Bengaluru,Acer,Standard,18,6,1,60,3.6,13.8,800.0,Yes,No,0
C100647,Chennai,Lenovo,Basic,33,2,2,53,3.7,10.3,3197.0,No,No,0
C100648,Mumbai,Lenovo,Standard,20,0,3,67,2.7,,1147.0,No,No,0
C100649,Pune,Lenovo,Standard,21,1,2,36,4.3,10.0,4339.0,Yes,No,0
C100650,Pune,Dell,Standard,9,2,3,19,3.4,7.0,8520.0,Yes,Yes,0
C100651,Chennai,Dell,Basic,13,4,2,71,3.9,29.3,4387.0,No,Yes,0
C100652,Mumbai,HP,Premium,36,1,0,30,2.4,16.2,4596.0,No,Yes,0
C100653,Bengaluru,Lenovo,Standard,41,1,0,50,3.3,16.5,6395.0,No,Yes,0
C100654,Delhi,Dell,Standard,38,3,2,2,4.5,24.9,4840.0,No,Yes,0
C100655,Mumbai,Dell,Premium,15,2,0,29,4.4,11.3,4392.0,Yes,No,0
C100656,Mumbai,ASUS,Premium,7,1,3,73,2.8,13.3,6561.0,No,No,0
C100657,Delhi,HP,Basic,8,3,3,25,3.0,21.1,5697.0,No,No,0
C100658,Mumbai,Lenovo,Basic,19,1,2,68,2.6,2.6,5348.0,No,No,0
C100659,Hyderabad,Lenovo,Basic,25,1,2,1,2.9,20.2,4536.0,Yes,No,0
C100660,Bengaluru,Acer,Basic,43,1,3,29,2.2,10.4,4142.0,Yes,No,0
C100661,Bengaluru,Acer,Standard,44,3,1,40,3.4,26.6,6543.0,No,Yes,0
C100662,Delhi,HP,Premium,1,2,1,94,4.1,23.5,4161.0,No,Yes,1
C100663,Hyderabad,ASUS,Premium,34,2,2,12,2.8,22.1,7139.0,No,Yes,0
C100664,Bengaluru,HP,Standard,15,2,2,64,3.4,1.9,2810.0,Yes,No,0
C100665,Mumbai,ASUS,Standard,10,1,1,75,3.3,17.0,7524.0,No,Yes,0
C100666,Delhi,Lenovo,Premium,27,2,2,25,4.4,6.2,5697.0,Yes,Yes,0
C100667,Mumbai,Dell,Premium,2,1,2,35,2.9,17.6,2960.0,No,No,0
C100668,Pune,Acer,Basic,17,5,2,49,3.0,1.0,5767.0,No,No,1
C100669,Pune,Dell,Standard,27,2,1,4,2.7,2.6,3564.0,No,No,0
C100670,Hyderabad,Acer,Premium,14,4,1,32,2.5,29.9,4864.0,Yes,No,0
C100671,Pune,Dell,Basic,29,4,2,81,4.0,21.7,3875.0,No,No,1
C100672,Mumbai,HP,Standard,23,3,3,60,3.4,14.5,4547.0,Yes,No,0
C100673,Mumbai,Acer,Premium,39,3,3,41,3.5,8.9,6589.0,No,Yes,0
C100674,Hyderabad,ASUS,Premium,9,3,1,48,4.6,7.2,5785.0,No,No,0
C100675,Mumbai,Lenovo,Premium,3,3,2,61,4.7,20.0,2662.0,No,No,0
C100676,Delhi,Dell,Standard,26,2,0,67,2.0,14.6,2771.0,No,Yes,1
C100677,Mumbai,HP,Basic,13,3,5,29,4.1,33.5,5314.0,No,No,0
C100678,Hyderabad,ASUS,Basic,34,1,3,88,3.7,16.2,5452.0,Yes,No,1
C100679,Mumbai,Acer,Standard,5,3,0,82,3.1,18.6,3519.0,Yes,No,0
C100680,Pune,Dell,Standard,28,1,2,64,3.8,4.1,7823.0,No,No,0
C100681,Delhi,HP,Standard,48,2,2,21,1.9,14.4,6346.0,No,No,0
C100682,Hyderabad,HP,Standard,5,0,0,16,4.8,19.8,3611.0,No,Yes,0
C100683,Pune,Dell,Standard,15,3,0,36,4.0,14.3,3428.0,Yes,Yes,0
C100684,Pune,ASUS,Standard,41,2,2,47,2.7,13.1,4367.0,Yes,No,0
C100685,Bengaluru,Acer,Basic,26,4,1,1,3.0,21.3,4169.0,No,No,0
C100686,Delhi,Dell,Basic,9,1,0,59,2.0,33.1,7187.0,No,No,0
C100687,Chennai,Acer,Basic,11,1,1,81,3.2,19.4,6671.0,No,No,0
C100688,Mumbai,Lenovo,Basic,37,0,1,61,3.1,29.4,4867.0,Yes,No,0
C100689,Chennai,Dell,Premium,42,0,2,26,2.3,24.2,6088.0,Yes,Yes,0
C100690,Delhi,Lenovo,Standard,18,2,0,23,4.2,28.8,6364.0,Yes,Yes,0
C100691,Pune,Dell,Basic,23,3,0,53,4.6,11.9,4911.0,Yes,No,0
C100692,Delhi,HP,Standard,38,3,2,41,3.5,15.9,5565.0,No,No,1
C100693,Pune,ASUS,Standard,9,1,2,57,3.2,16.0,5929.0,Yes,Yes,0
C100694,Pune,Acer,Basic,10,4,0,62,3.9,23.5,5726.0,Yes,No,0
C100695,Hyderabad,Dell,Basic,38,1,1,76,3.5,25.9,3320.0,No,No,1
C100696,Bengaluru,ASUS,Basic,9,1,1,13,2.5,19.3,3512.0,Yes,Yes,1
C100697,Delhi,Lenovo,Standard,37,3,4,51,2.9,26.8,4252.0,No,No,1
C100698,Mumbai,ASUS,Basic,24,0,3,35,3.2,12.4,3457.0,Yes,No,0
C100699,Hyderabad,Acer,Basic,48,1,1,42,3.7,26.9,2001.0,Yes,No,0
C100700,Hyderabad,HP,Basic,2,1,2,69,,28.2,6084.0,Yes,No,1
C100701,Mumbai,Lenovo,Standard,46,5,2,72,3.7,24.8,5458.0,No,No,0
C100702,Mumbai,Lenovo,Basic,11,4,3,84,2.1,19.3,2255.0,Yes,Yes,0
C100703,Bengaluru,Acer,Premium,2,2,1,57,4.1,25.1,4342.0,No,No,0
C100704,Bengaluru,HP,Basic,35,1,2,42,3.5,9.1,4450.0,No,No,0
C100705,Hyderabad,HP,Standard,26,1,5,38,5.0,20.0,5146.0,Yes,No,0
C100706,Mumbai,HP,Standard,41,0,2,1,3.2,21.0,2744.0,No,No,0
C100707,Hyderabad,HP,Standard,6,0,1,83,3.8,4.7,2227.0,Yes,Yes,0
C100708,Mumbai,Dell,Basic,4,1,1,36,5.0,22.7,5787.0,Yes,No,0
C100709,Chennai,Dell,Premium,28,0,1,59,3.7,5.5,1885.0,No,Yes,0
C100710,Chennai,ASUS,Premium,43,1,0,64,3.4,13.7,4358.0,Yes,Yes,0
C100711,Delhi,Dell,Basic,20,4,2,10,2.6,18.4,4180.0,No,No,0
C100712,Mumbai,ASUS,Basic,39,0,4,19,4.9,10.7,4566.0,No,No,0
C100713,Delhi,Dell,Premium,44,1,0,88,2.5,18.8,5280.0,Yes,No,1
C100714,Delhi,Acer,Standard,42,0,4,53,3.9,18.7,7837.0,Yes,No,0
C100715,Pune,HP,Basic,25,1,3,29,3.1,9.8,1761.0,No,Yes,0
C100716,Delhi,Lenovo,Basic,34,0,1,41,3.3,23.7,6466.0,No,Yes,0
C100717,Mumbai,HP,Standard,26,2,3,75,2.2,10.4,800.0,Yes,Yes,1
C100718,Chennai,Lenovo,Standard,33,0,2,71,4.7,40.9,7448.0,No,No,0
C100719,Bengaluru,Lenovo,Standard,28,1,4,4,3.2,16.9,919.0,Yes,No,0
C100720,Mumbai,Lenovo,Premium,26,4,2,91,2.4,6.3,9429.0,No,Yes,0
C100721,Hyderabad,HP,Standard,21,2,1,72,4.6,8.2,4059.0,Yes,No,0
C100722,Pune,Lenovo,Basic,32,2,1,41,3.0,29.5,7252.0,No,No,0
C100723,Pune,ASUS,Standard,37,1,1,12,3.8,13.9,6860.0,No,No,0
C100724,Hyderabad,Lenovo,Basic,45,2,2,75,4.3,4.4,3971.0,No,No,1
C100725,Delhi,HP,Basic,30,1,0,58,3.9,26.5,4116.0,No,Yes,0
C100726,Hyderabad,Dell,Basic,5,0,8,4,1.5,13.8,3209.0,No,No,1
C100727,Delhi,HP,Basic,29,2,5,39,4.1,24.5,6296.0,Yes,No,0
C100728,Hyderabad,Dell,Standard,16,4,6,133,3.4,27.4,3995.0,Yes,Yes,1
C100729,Chennai,Dell,Basic,2,2,1,45,3.2,20.7,3244.0,No,Yes,0
C100730,Mumbai,ASUS,Standard,4,2,1,24,3.4,42.0,5821.0,Yes,No,0
C100731,Delhi,Dell,Standard,29,2,2,17,2.1,1.0,3095.0,No,No,0
C100732,Chennai,Lenovo,Standard,46,5,2,95,3.7,9.8,4175.0,Yes,Yes,0
C100733,Pune,ASUS,Standard,25,5,1,69,2.3,15.4,5004.0,No,No,0
C100734,Delhi,ASUS,Premium,22,3,0,84,3.2,40.6,3579.0,No,No,1
C100735,Bengaluru,Dell,Standard,5,2,0,52,3.6,36.0,3866.0,No,Yes,0
C100736,Delhi,Dell,Basic,33,1,4,80,4.5,30.9,7716.0,Yes,Yes,0
C100737,Delhi,HP,Standard,3,2,3,21,2.8,10.1,4412.0,No,No,0
C100738,Chennai,Lenovo,Standard,41,3,0,50,4.8,11.2,4117.0,No,No,0
C100739,Delhi,ASUS,Basic,40,3,2,53,4.4,9.7,4467.0,No,Yes,0
C100740,Pune,HP,Basic,48,1,3,84,3.1,10.2,5663.0,No,No,1
C100741,Delhi,Dell,Basic,14,3,1,54,2.5,32.9,2836.0,Yes,No,1
C100742,Delhi,HP,Standard,8,0,2,27,,15.6,5612.0,Yes,No,0
C100743,Mumbai,ASUS,Standard,15,3,1,47,3.7,16.9,5286.0,Yes,Yes,0
C100744,Bengaluru,Dell,Basic,39,2,1,1,2.8,25.7,1402.0,No,Yes,0
C100745,Delhi,HP,Premium,11,2,3,1,4.6,1.4,8209.0,No,Yes,0
C100746,Chennai,Dell,Premium,43,1,1,68,2.9,18.5,7576.0,Yes,No,0
C100747,Mumbai,Dell,Basic,8,3,3,35,2.7,7.0,3279.0,No,No,0
C100748,Bengaluru,ASUS,Premium,3,2,4,38,3.7,15.1,2667.0,Yes,No,1
C100749,Bengaluru,Dell,Basic,11,1,1,68,2.9,12.1,5233.0,No,Yes,1
C100750,Hyderabad,HP,Premium,37,3,0,84,3.5,11.6,2091.0,No,No,0
C100751,Pune,ASUS,Premium,29,3,2,60,4.4,20.3,7392.0,Yes,No,0
C100752,Hyderabad,Acer,Basic,18,4,3,99,3.6,20.2,3910.0,Yes,No,0
C100753,Hyderabad,Dell,Standard,32,1,1,59,3.6,15.8,7881.0,No,No,0
C100754,Pune,Lenovo,Premium,32,0,1,53,3.7,21.7,3234.0,No,No,0
C100755,Mumbai,ASUS,Premium,27,3,1,52,2.0,9.3,4587.0,Yes,Yes,0
C100756,Chennai,Lenovo,Premium,25,3,2,9,,24.8,7208.0,No,Yes,0
C100757,Delhi,Lenovo,Standard,5,7,2,72,3.6,15.9,4186.0,No,No,1
C100758,Chennai,Lenovo,Basic,13,3,2,1,4.3,13.2,5317.0,Yes,Yes,0
C100759,Hyderabad,Acer,Premium,26,3,1,29,4.0,10.1,6876.0,No,Yes,0
C100760,Delhi,Dell,Standard,7,3,2,46,3.3,15.6,3744.0,Yes,No,0
C100761,Bengaluru,ASUS,Standard,23,2,1,23,4.4,36.7,2403.0,No,Yes,0
C100762,Mumbai,ASUS,Standard,6,3,1,32,3.2,17.4,2028.0,No,No,0
C100763,Pune,Dell,Standard,38,3,4,97,,6.6,5909.0,Yes,No,0
C100764,Pune,ASUS,Basic,5,2,1,76,3.2,27.2,5539.0,No,No,0
C100765,Chennai,ASUS,Standard,5,2,3,26,3.9,13.3,6817.0,Yes,Yes,0
C100766,Delhi,Acer,Basic,31,1,2,32,3.2,20.8,4279.0,No,No,0
C100767,Mumbai,HP,Standard,11,4,0,9,5.0,11.9,2082.0,No,No,0
C100768,Chennai,Lenovo,Premium,17,2,3,65,5.0,30.8,800.0,Yes,No,0
C100769,Hyderabad,ASUS,Standard,16,2,0,38,4.3,12.1,10249.0,No,No,0
C100770,Chennai,Dell,Standard,11,2,2,1,4.9,32.0,5801.0,Yes,No,0
C100771,Mumbai,ASUS,Basic,37,1,0,48,2.1,7.5,,No,Yes,0
C100772,Pune,ASUS,Premium,34,2,0,57,2.2,15.1,5329.0,No,Yes,0
C100773,Hyderabad,Acer,Standard,12,2,3,72,3.2,32.0,2080.0,No,No,1
C100774,Delhi,HP,Basic,33,2,2,43,3.5,19.7,3290.0,No,No,0
C100775,Pune,Lenovo,Basic,35,2,1,35,3.3,40.7,8112.0,No,No,0
C100776,Pune,Dell,Basic,26,2,2,101,2.0,15.3,6051.0,Yes,Yes,0
C100777,Chennai,ASUS,Standard,28,3,2,45,4.5,20.6,3349.0,Yes,Yes,0
C100778,Hyderabad,HP,Premium,45,6,0,65,5.0,37.1,2469.0,No,No,0
C100779,Bengaluru,Dell,Standard,22,3,1,30,4.7,2.9,3820.0,Yes,No,0
C100780,Pune,Acer,Basic,19,0,2,64,4.5,1.6,4201.0,Yes,Yes,0
C100781,Pune,Acer,Premium,26,3,1,4,,10.0,8693.0,Yes,No,0
C100782,Mumbai,Acer,Basic,41,1,1,32,2.7,26.1,4442.0,No,No,1
C100783,Hyderabad,Dell,Premium,35,5,3,11,3.6,1.9,2540.0,No,Yes,0
C100784,Hyderabad,Acer,Basic,4,2,1,28,5.0,24.0,4689.0,Yes,No,0
C100785,Chennai,Acer,Standard,23,2,1,80,3.2,23.3,,Yes,Yes,0
C100786,Mumbai,Acer,Premium,36,2,0,28,3.1,38.1,2367.0,No,No,0
C100787,Hyderabad,ASUS,Basic,11,2,4,65,4.5,28.5,5564.0,Yes,Yes,0
C100788,Delhi,HP,Standard,48,1,4,87,4.6,21.6,7097.0,No,No,1
C100789,Mumbai,HP,Premium,39,0,1,44,2.7,31.6,5063.0,No,Yes,0
C100790,Hyderabad,ASUS,Basic,41,1,2,73,3.3,,3286.0,No,No,0
C100791,Hyderabad,Lenovo,Basic,4,2,0,60,3.0,13.4,3795.0,Yes,No,0
C100792,Chennai,Lenovo,Standard,28,1,1,48,3.6,6.6,1648.0,No,No,0
C100793,Delhi,HP,Basic,26,1,6,66,4.5,12.3,4546.0,No,No,1
C100794,Delhi,Acer,Basic,31,3,1,97,2.8,17.6,5390.0,Yes,No,1
C100795,Chennai,Acer,Standard,41,1,0,27,4.5,19.8,3096.0,No,Yes,0
C100796,Bengaluru,Dell,Standard,17,2,1,18,3.6,1.0,8485.0,Yes,No,0
C100797,Pune,Lenovo,Basic,26,0,2,16,5.0,15.8,6305.0,No,No,0
C100798,Chennai,ASUS,Basic,33,3,3,73,3.8,18.3,1394.0,No,No,0
C100799,Bengaluru,HP,Premium,37,2,4,77,3.4,23.5,1433.0,Yes,Yes,1
C100800,Chennai,HP,Standard,37,3,4,30,,34.3,2930.0,Yes,Yes,0
C100801,Hyderabad,ASUS,Premium,17,2,4,1,3.2,19.9,7789.0,Yes,Yes,0
C100802,Bengaluru,Dell,Standard,48,2,0,26,1.9,8.9,6493.0,Yes,Yes,0
C100803,Mumbai,HP,Premium,1,1,2,60,3.3,1.0,7885.0,No,Yes,0
C100804,Pune,Lenovo,Standard,24,1,2,43,3.3,24.9,4819.0,Yes,No,0
C100805,Delhi,Acer,Basic,30,3,3,50,,9.3,4402.0,No,Yes,1
C100806,Delhi,Dell,Premium,3,3,0,30,3.4,26.7,2430.0,Yes,Yes,0
C100807,Mumbai,Lenovo,Standard,22,2,0,73,1.6,32.0,5464.0,No,Yes,0
C100808,Hyderabad,Dell,Basic,29,0,2,55,3.2,2.6,4427.0,No,No,0
C100809,Chennai,Acer,Basic,30,2,0,61,3.7,23.5,4354.0,No,No,0
C100810,Pune,Acer,Standard,6,1,1,49,3.6,30.9,7874.0,No,Yes,0
C100811,Hyderabad,Lenovo,Basic,14,1,2,60,3.1,28.2,4560.0,No,No,1
C100812,Pune,HP,Basic,12,2,7,58,3.4,1.0,7329.0,No,No,0
C100813,Delhi,Dell,Basic,31,2,5,19,2.8,9.5,1783.0,No,Yes,0
C100814,Bengaluru,ASUS,Standard,16,5,2,55,3.5,5.2,9907.0,Yes,No,0
C100815,Delhi,Acer,Standard,28,4,2,67,3.6,23.2,4091.0,Yes,No,0
C100816,Pune,HP,Standard,36,0,2,77,2.7,22.1,6144.0,Yes,No,1
C100817,Hyderabad,Lenovo,Basic,39,4,1,57,3.7,1.0,6446.0,No,No,0
C100818,Hyderabad,Acer,Basic,9,4,2,18,3.7,15.0,3855.0,No,No,0
C100819,Mumbai,Acer,Standard,44,1,1,22,3.4,26.0,6356.0,No,No,0
C100820,Pune,Lenovo,Basic,8,1,1,33,5.0,19.5,6455.0,No,No,0
C100821,Hyderabad,HP,Standard,2,3,1,50,3.4,19.5,3445.0,Yes,Yes,0
C100822,Mumbai,Acer,Basic,3,1,0,42,3.2,14.4,3468.0,No,No,0
C100823,Hyderabad,Acer,Basic,10,2,2,14,3.1,7.4,4886.0,Yes,No,0
C100824,Mumbai,Lenovo,Basic,42,2,2,13,2.6,17.8,4581.0,Yes,Yes,0
C100825,Mumbai,Dell,Standard,10,1,0,1,4.1,18.5,7447.0,No,No,0
C100826,Hyderabad,Lenovo,Standard,34,2,1,1,2.9,24.2,6135.0,Yes,No,0
C100827,Delhi,Acer,Premium,21,0,2,41,3.0,25.0,4666.0,No,Yes,0
C100828,Pune,ASUS,Basic,2,3,3,110,3.0,18.9,5952.0,No,No,0
C100829,Pune,Lenovo,Standard,22,6,4,95,2.6,28.9,911.0,No,No,0
C100830,Hyderabad,HP,Standard,2,4,2,18,1.9,14.3,,Yes,Yes,0
C100831,Bengaluru,Lenovo,Basic,23,3,3,49,3.1,3.6,5347.0,Yes,No,0
C100832,Bengaluru,Dell,Standard,27,1,2,4,4.3,22.8,6919.0,Yes,No,0
C100833,Chennai,Dell,Basic,26,4,5,8,3.7,19.3,5180.0,No,No,0
C100834,Hyderabad,Acer,Standard,14,2,3,11,4.9,23.0,7571.0,Yes,Yes,0
C100835,Pune,ASUS,Basic,37,4,2,39,4.2,5.4,6449.0,Yes,No,0
C100836,Delhi,ASUS,Standard,29,3,0,40,4.0,35.9,3872.0,No,No,0
C100837,Delhi,Lenovo,Premium,13,3,3,52,5.0,25.1,4534.0,No,No,0
C100838,Bengaluru,Dell,Basic,21,1,3,64,3.4,15.1,5576.0,No,Yes,0
C100839,Hyderabad,ASUS,Standard,6,2,0,36,3.6,8.6,3948.0,Yes,No,0
C100840,Pune,Lenovo,Standard,45,2,2,46,3.5,28.8,7709.0,No,No,0
C100841,Bengaluru,HP,Basic,37,1,1,14,4.9,7.0,2693.0,Yes,Yes,0
C100842,Mumbai,ASUS,Standard,14,3,2,7,3.5,40.6,5401.0,Yes,No,0
C100843,Pune,Acer,Standard,33,2,1,3,2.9,11.9,6197.0,Yes,No,0
C100844,Hyderabad,Acer,Premium,33,1,1,63,4.0,35.2,4204.0,No,No,0
C100845,Hyderabad,HP,Premium,30,1,4,36,2.8,,3776.0,No,No,0
C100846,Hyderabad,ASUS,Basic,3,2,0,1,4.0,33.8,4655.0,Yes,Yes,0
C100847,Hyderabad,Lenovo,Standard,43,4,1,43,3.9,10.7,6343.0,No,No,0
C100848,Hyderabad,Lenovo,Standard,46,2,3,10,3.3,18.2,3850.0,No,Yes,0
C100849,Delhi,Acer,Basic,47,0,2,91,4.0,26.0,2769.0,Yes,No,0
C100850,Mumbai,Acer,Basic,48,1,0,29,2.2,24.6,6986.0,No,No,0
C100851,Pune,Dell,Premium,45,3,0,64,3.6,29.0,5559.0,Yes,Yes,1
C100852,Delhi,HP,Basic,36,1,1,75,3.1,13.1,6715.0,Yes,No,0
C100853,Pune,HP,Standard,3,2,1,18,5.0,,6243.0,No,No,0
C100854,Bengaluru,ASUS,Premium,23,2,0,47,3.6,30.5,8942.0,Yes,Yes,0
C100855,Bengaluru,Acer,Basic,12,1,5,60,3.0,10.9,6918.0,No,Yes,0
C100856,Pune,HP,Standard,11,2,1,48,2.3,23.7,3424.0,Yes,No,1
C100857,Bengaluru,Acer,Premium,40,5,5,55,4.7,15.8,5694.0,No,No,0
C100858,Hyderabad,Acer,Standard,40,3,3,8,3.2,20.1,3741.0,No,Yes,0
C100859,Delhi,HP,Basic,26,4,1,61,2.8,18.8,3937.0,No,No,0
C100860,Delhi,Lenovo,Basic,36,1,1,31,3.8,10.1,2116.0,No,Yes,0
C100861,Pune,ASUS,Premium,7,1,1,55,4.1,15.4,4256.0,No,No,0
C100862,Pune,Lenovo,Basic,11,0,1,71,4.1,19.4,5836.0,Yes,No,0
C100863,Hyderabad,Dell,Standard,42,3,0,64,3.5,17.0,4675.0,Yes,Yes,0
C100864,Delhi,Acer,Basic,22,0,2,55,3.6,33.7,2711.0,No,No,0
C100865,Pune,Lenovo,Standard,27,3,0,63,3.7,28.1,1906.0,No,Yes,0
C100866,Delhi,Lenovo,Premium,23,2,3,64,3.8,20.9,8813.0,Yes,No,0
C100867,Delhi,Acer,Standard,10,0,3,87,3.9,10.4,5418.0,No,Yes,1
C100868,Pune,ASUS,Premium,40,1,0,44,4.5,9.8,3234.0,Yes,Yes,0
C100869,Chennai,HP,Basic,37,0,0,50,3.6,37.7,5677.0,Yes,No,0
C100870,Hyderabad,Lenovo,Standard,33,5,4,71,2.8,7.9,8959.0,No,No,0
C100871,Chennai,Dell,Premium,17,5,2,31,3.4,19.1,5979.0,No,Yes,0
C100872,Bengaluru,Acer,Standard,31,3,1,8,4.2,21.6,800.0,No,No,0
C100873,Hyderabad,Lenovo,Basic,46,0,5,59,1.9,14.9,9839.0,Yes,Yes,0
C100874,Hyderabad,HP,Premium,32,1,3,39,1.9,8.0,1286.0,Yes,No,0
C100875,Delhi,Acer,Standard,24,0,1,11,4.3,10.2,4409.0,No,Yes,0
C100876,Mumbai,Lenovo,Standard,13,6,3,59,4.9,12.5,2647.0,Yes,No,0
C100877,Mumbai,Lenovo,Premium,26,4,1,85,2.4,10.9,3394.0,No,Yes,0
C100878,Delhi,Lenovo,Basic,18,5,1,1,3.6,31.3,5340.0,Yes,No,0
C100879,Mumbai,HP,Basic,30,4,2,74,3.1,17.9,865.0,Yes,No,0
C100880,Mumbai,Dell,Basic,3,4,2,1,3.3,12.8,4629.0,Yes,No,0
C100881,Hyderabad,ASUS,Standard,10,3,3,34,3.8,19.1,6980.0,Yes,No,0
C100882,Pune,Dell,Basic,38,1,1,97,2.3,24.7,3198.0,Yes,Yes,0
C100883,Chennai,HP,Standard,19,2,2,36,2.5,14.6,2158.0,No,Yes,0
C100884,Hyderabad,Acer,Basic,21,0,1,48,3.2,27.0,4535.0,No,No,0
C100885,Delhi,Dell,Standard,27,5,2,66,3.4,5.3,4157.0,Yes,Yes,0
C100886,Delhi,Acer,Basic,22,5,5,1,2.5,29.7,3669.0,No,No,1
C100887,Hyderabad,Acer,Basic,37,2,4,47,4.2,17.9,2542.0,Yes,No,0
C100888,Bengaluru,Acer,Basic,12,3,1,47,3.1,17.5,5786.0,Yes,No,0
C100889,Hyderabad,HP,Standard,37,4,4,97,3.1,11.1,5931.0,No,No,0
C100890,Bengaluru,Dell,Standard,11,7,1,10,3.8,5.7,2775.0,No,No,0
C100891,Hyderabad,ASUS,Basic,18,1,0,34,3.4,1.3,3038.0,No,No,0
C100892,Delhi,HP,Premium,29,4,3,19,4.3,10.4,5059.0,Yes,No,0
C100893,Mumbai,ASUS,Standard,43,3,3,16,2.7,23.9,2967.0,Yes,No,0
